usage_frequency,subscription_type,login_activity,support_tickets,payment_history,avg_session_minutes,monthly_spend,tenure_months,region,churn
3.83,monthly,10.32,1,on_time,16.69,71.14,26,MEA,0
17.91,quarterly,29.85,2,delayed,10.77,62.27,9,NA,0
8.41,quarterly,3.51,2,on_time,27.6,92.51,7,EU,1
4.17,monthly,11.98,2,chargeback,16.49,100.21,20,NA,1
15.71,annual,21.06,3,on_time,14.48,66.31,51,NA,0
16.12,monthly,21.63,1,on_time,16.49,57.51,12,EU,0
,quarterly,6.99,2,failed,,122.32,8,APAC,1
11.0,annual,25.89,1,delayed,7.27,92.83,7,NA,0
15.48,quarterly,28.09,1,on_time,16.79,111.64,1,APAC,0
13.5,quarterly,14.71,3,delayed,6.29,74.01,6,LATAM,1
13.69,annual,40.27,1,on_time,15.62,54.69,1,,0
24.26,monthly,25.74,1,on_time,5.44,69.08,23,NA,1
31.03,monthly,10.95,0,on_time,2.07,41.34,28,APAC,0
13.81,monthly,39.83,1,on_time,,74.63,9,NA,0
6.75,monthly,16.24,1,on_time,8.38,65.09,11,APAC,1
14.36,quarterly,23.97,2,on_time,17.61,81.82,6,EU,0
17.36,quarterly,16.65,0,failed,16.02,85.37,6,APAC,1
15.63,annual,28.87,3,failed,15.88,77.89,12,NA,1
20.27,monthly,16.7,2,delayed,11.24,67.61,15,APAC,0
31.48,quarterly,17.37,2,delayed,14.21,50.73,37,NA,0
4.01,monthly,20.24,1,on_time,11.06,43.62,3,NA,1
12.45,monthly,16.48,3,on_time,,89.47,10,APAC,0
26.79,quarterly,33.79,1,on_time,,87.79,14,NA,0
12.35,annual,8.16,1,on_time,,40.52,10,APAC,0
21.53,quarterly,21.59,1,on_time,19.47,123.94,18,APAC,0
20.42,monthly,22.98,1,on_time,,107.37,24,APAC,0
24.66,quarterly,20.63,0,on_time,4.25,55.4,10,APAC,1
29.39,monthly,32.65,0,on_time,8.63,91.43,11,APAC,0
18.33,annual,5.46,2,,21.33,72.15,8,LATAM,0
3.78,quarterly,28.25,1,,15.5,91.38,18,NA,0
11.1,monthly,8.31,0,on_time,16.75,88.82,6,APAC,1
31.3,monthly,16.4,0,failed,16.77,102.81,23,APAC,0
6.1,monthly,7.18,2,on_time,25.73,125.42,7,NA,1
19.48,annual,18.35,0,delayed,2.55,83.14,16,NA,0
1.0,monthly,15.64,3,delayed,14.23,98.92,15,NA,1
6.54,quarterly,40.02,3,on_time,15.18,125.02,31,APAC,0
22.21,quarterly,24.66,2,on_time,14.88,68.94,2,EU,0
16.25,monthly,26.84,0,on_time,19.8,57.87,24,APAC,0
,monthly,9.82,3,on_time,19.95,102.81,6,APAC,0
10.3,annual,30.14,2,on_time,13.7,44.78,24,APAC,0
2.02,monthly,,1,failed,4.86,61.39,5,NA,1
20.85,monthly,31.57,1,,30.05,126.14,13,APAC,1
14.02,quarterly,7.57,1,on_time,14.96,35.9,8,APAC,0
,quarterly,16.89,2,on_time,15.52,92.48,22,NA,0
16.21,annual,23.19,1,on_time,,39.26,5,,0
20.07,monthly,15.65,2,delayed,12.64,95.49,3,NA,1
14.6,monthly,49.86,1,on_time,22.75,135.31,14,MEA,1
16.81,monthly,16.69,4,on_time,13.16,55.64,5,NA,1
16.27,monthly,21.52,3,delayed,25.97,25.11,17,NA,0
11.05,monthly,15.4,0,on_time,17.73,93.98,16,NA,1
16.38,monthly,24.55,0,on_time,10.95,66.43,12,,0
21.15,monthly,37.21,3,on_time,28.08,78.85,13,EU,0
23.24,monthly,23.26,1,on_time,18.61,94.21,17,APAC,0
21.54,monthly,19.59,2,on_time,11.35,99.76,11,EU,1
11.27,quarterly,10.19,1,on_time,6.56,100.04,7,LATAM,0
20.45,quarterly,35.3,3,on_time,19.19,83.23,11,NA,0
,monthly,20.42,1,failed,23.3,96.2,11,EU,0
11.03,monthly,19.95,3,on_time,17.32,78.74,13,APAC,0
12.75,monthly,0.0,1,failed,16.98,74.79,44,,1
20.76,quarterly,20.6,2,on_time,24.35,83.54,11,LATAM,0
25.64,monthly,17.59,0,delayed,18.59,100.16,30,NA,1
3.32,monthly,1.91,1,on_time,11.05,65.88,24,EU,0
27.48,monthly,32.89,2,delayed,11.31,90.01,6,APAC,0
24.15,monthly,16.11,1,on_time,18.33,71.15,5,NA,0
17.39,monthly,42.85,0,on_time,18.01,63.39,14,LATAM,1
14.31,monthly,37.56,2,on_time,21.53,113.44,24,NA,0
18.73,monthly,14.08,3,,17.21,94.39,11,NA,0
11.52,quarterly,37.06,1,failed,19.08,94.65,14,APAC,0
,quarterly,39.72,1,chargeback,17.09,57.53,14,APAC,1
5.67,quarterly,15.85,1,delayed,20.79,77.1,35,LATAM,0
3.81,monthly,10.64,0,on_time,19.48,100.82,23,LATAM,0
32.33,quarterly,0.0,1,failed,13.45,94.42,8,NA,1
16.44,monthly,26.18,1,delayed,13.87,155.81,3,APAC,0
17.43,monthly,11.29,1,on_time,16.94,90.16,12,MEA,0
15.78,quarterly,26.52,1,on_time,15.67,65.38,11,,0
10.21,monthly,15.75,1,on_time,22.89,71.82,57,EU,0
13.85,monthly,13.42,2,on_time,16.27,60.02,13,LATAM,0
16.64,quarterly,15.82,3,on_time,6.46,65.9,13,,0
14.62,annual,7.7,0,delayed,7.91,78.11,10,MEA,0
10.73,annual,15.82,3,on_time,13.57,63.91,9,EU,1
19.36,monthly,13.9,2,on_time,19.33,121.41,23,LATAM,0
17.32,monthly,21.84,1,on_time,10.65,108.67,21,APAC,0
18.75,quarterly,23.15,0,delayed,18.91,108.19,11,APAC,1
20.94,monthly,10.22,3,failed,10.4,76.95,19,APAC,1
14.81,annual,34.11,1,delayed,15.95,98.63,14,NA,0
14.82,monthly,20.24,4,on_time,,112.65,15,APAC,0
26.38,monthly,38.53,4,on_time,8.14,128.68,6,MEA,0
9.39,monthly,24.65,2,on_time,17.37,68.85,20,MEA,1
2.88,annual,22.76,0,on_time,24.69,75.89,11,MEA,0
19.89,monthly,16.6,6,on_time,13.81,62.98,28,APAC,0
11.59,monthly,28.76,0,,15.46,157.9,4,APAC,0
8.46,monthly,22.37,0,delayed,16.52,78.35,10,APAC,1
22.2,monthly,31.44,6,on_time,15.54,119.72,4,APAC,0
14.99,monthly,39.65,3,failed,15.14,88.38,23,APAC,1
,quarterly,14.0,2,delayed,14.68,108.62,16,NA,0
29.54,monthly,28.75,2,on_time,5.6,83.59,4,NA,1
4.73,annual,28.44,2,on_time,17.72,98.86,14,APAC,0
15.39,annual,27.04,2,on_time,8.55,82.56,11,NA,0
2.78,monthly,17.23,1,on_time,17.26,131.74,10,NA,0
,monthly,17.46,4,on_time,19.21,92.57,13,NA,0
11.51,quarterly,15.58,1,on_time,17.44,63.77,40,LATAM,0
,monthly,15.36,3,on_time,9.7,98.51,40,MEA,0
15.88,monthly,12.76,2,on_time,16.89,84.26,14,APAC,1
25.45,annual,20.85,1,delayed,13.72,50.74,11,MEA,0
12.99,annual,13.66,1,delayed,11.46,85.16,4,,1
4.77,quarterly,26.79,3,on_time,27.38,66.73,14,NA,0
17.66,monthly,22.63,3,on_time,9.61,77.4,41,NA,1
14.23,quarterly,23.86,2,on_time,17.97,85.15,17,NA,0
3.27,quarterly,18.99,2,on_time,24.15,27.23,10,NA,0
8.61,monthly,22.76,2,on_time,17.3,71.92,6,APAC,0
10.84,quarterly,19.28,2,on_time,11.31,109.87,13,NA,0
26.89,monthly,30.57,4,on_time,11.69,78.62,38,LATAM,1
20.95,monthly,17.13,0,failed,6.62,30.75,11,,0
13.57,monthly,26.13,1,on_time,15.56,81.71,27,EU,0
19.3,monthly,7.63,3,delayed,15.78,97.52,11,MEA,0
1.72,monthly,29.83,0,on_time,13.5,75.66,2,,1
12.05,annual,15.85,2,on_time,23.54,68.91,3,APAC,0
18.81,annual,11.97,3,failed,14.78,64.35,20,APAC,1
17.16,monthly,9.47,0,on_time,,101.38,14,MEA,0
12.22,annual,8.6,5,,24.1,54.88,25,APAC,0
15.73,annual,16.7,2,chargeback,8.11,89.37,12,LATAM,0
18.37,monthly,38.48,1,on_time,18.29,76.5,26,NA,1
15.93,monthly,14.92,1,on_time,19.07,119.09,19,APAC,0
22.03,monthly,0.0,2,on_time,14.77,70.41,4,EU,0
18.23,monthly,26.02,0,on_time,20.85,52.9,10,NA,0
19.58,quarterly,9.74,1,on_time,15.71,101.33,8,NA,0
27.99,monthly,,2,on_time,13.1,97.8,5,NA,1
21.79,monthly,17.37,2,failed,2.75,95.53,11,NA,0
28.19,monthly,18.99,1,delayed,4.86,107.7,26,NA,0
11.3,monthly,35.17,0,on_time,31.78,55.95,8,EU,0
4.85,annual,,2,on_time,19.67,55.73,5,LATAM,1
15.02,monthly,8.29,2,delayed,22.8,120.95,23,APAC,0
14.42,monthly,9.91,1,failed,30.36,96.19,14,APAC,1
26.22,monthly,2.38,0,on_time,13.11,71.24,2,NA,0
8.09,monthly,50.64,2,on_time,,34.62,18,LATAM,0
15.45,quarterly,12.51,1,delayed,5.39,49.16,18,NA,1
18.84,monthly,34.87,0,failed,13.55,57.19,12,NA,1
16.7,monthly,16.14,3,failed,13.4,68.29,4,EU,1
14.8,monthly,10.12,2,on_time,12.95,92.55,8,,0
18.51,annual,22.24,2,on_time,,41.18,10,,0
23.55,quarterly,18.41,0,on_time,19.59,69.22,12,APAC,0
26.75,quarterly,30.82,0,on_time,20.82,48.62,5,APAC,0
16.23,quarterly,30.96,0,failed,7.97,72.2,21,EU,0
10.29,quarterly,15.51,4,on_time,15.47,150.77,42,APAC,1
26.74,monthly,6.16,1,on_time,17.35,117.3,6,NA,0
8.46,monthly,8.83,2,failed,26.5,100.06,8,NA,1
28.53,monthly,0.0,4,chargeback,,69.38,7,MEA,1
25.41,monthly,18.98,7,on_time,14.31,53.85,62,MEA,1
26.43,annual,21.87,2,failed,21.81,73.42,15,NA,0
,monthly,9.43,3,on_time,13.74,40.5,27,NA,1
,quarterly,8.1,2,on_time,18.11,102.15,17,NA,0
8.73,annual,21.82,3,on_time,17.93,70.6,4,,1
18.15,monthly,15.05,0,chargeback,,83.23,6,NA,1
11.27,annual,19.66,1,,11.14,33.66,7,APAC,0
,quarterly,17.96,3,on_time,14.81,85.39,8,NA,0
20.29,annual,,2,on_time,12.4,69.58,21,NA,0
14.81,monthly,15.78,1,on_time,6.01,57.21,53,NA,0
7.47,monthly,16.62,2,on_time,19.33,90.28,11,APAC,0
22.2,monthly,1.3,3,delayed,18.42,72.84,14,NA,1
19.6,monthly,21.45,1,on_time,10.54,92.25,12,EU,0
14.26,monthly,22.98,2,delayed,9.96,101.31,3,APAC,0
20.98,annual,20.05,0,on_time,17.93,48.26,32,APAC,1
,quarterly,43.03,1,on_time,25.51,87.0,19,NA,0
25.32,monthly,23.79,0,on_time,21.12,86.47,11,APAC,0
17.06,monthly,20.28,1,chargeback,22.2,118.82,45,NA,1
25.27,monthly,27.49,2,on_time,13.17,107.55,3,APAC,0
2.88,monthly,45.24,1,on_time,,74.25,22,EU,0
19.21,annual,24.78,2,on_time,14.21,64.87,12,MEA,0
13.21,monthly,0.0,2,failed,10.64,88.19,9,MEA,1
9.99,monthly,26.75,0,delayed,16.17,52.54,9,APAC,0
24.11,quarterly,12.33,3,delayed,9.79,56.74,11,LATAM,0
22.22,monthly,0.85,1,on_time,10.53,70.9,10,NA,0
1.95,monthly,40.67,2,,12.33,17.31,18,APAC,1
21.01,quarterly,38.3,2,on_time,12.97,56.29,15,NA,1
20.16,quarterly,12.04,0,delayed,14.82,74.7,30,NA,0
10.94,annual,12.12,2,on_time,2.6,145.05,10,EU,0
10.15,quarterly,23.76,1,on_time,9.41,65.96,37,APAC,0
4.87,monthly,12.26,1,chargeback,24.43,102.49,35,APAC,0
13.64,quarterly,20.51,2,,14.95,78.45,9,LATAM,0
14.76,annual,14.15,1,on_time,18.37,86.69,7,APAC,0
21.58,quarterly,,0,on_time,17.5,53.69,22,MEA,0
17.89,annual,6.55,1,failed,14.35,36.65,17,LATAM,1
8.58,quarterly,31.1,0,chargeback,9.7,122.57,8,LATAM,1
,annual,35.24,3,delayed,11.7,42.08,17,NA,0
,monthly,20.9,3,on_time,26.75,125.54,8,EU,1
9.46,quarterly,21.6,1,on_time,11.8,73.61,15,APAC,0
4.87,monthly,,2,failed,25.33,60.84,14,MEA,0
20.37,monthly,22.02,4,delayed,12.51,69.54,9,NA,0
,quarterly,41.03,1,delayed,13.08,128.86,38,NA,0
19.9,annual,7.52,0,on_time,15.46,58.0,40,NA,0
10.9,annual,31.47,2,on_time,13.94,65.97,10,NA,0
17.2,monthly,20.74,1,on_time,9.37,111.31,33,LATAM,1
6.37,quarterly,9.67,3,delayed,14.91,97.27,7,NA,0
,quarterly,46.72,2,on_time,6.17,142.17,3,EU,0
16.24,monthly,48.24,3,delayed,17.19,116.63,12,APAC,0
17.84,monthly,19.71,3,,16.35,64.5,11,EU,1
4.6,monthly,26.89,1,delayed,19.37,120.47,5,NA,0
8.6,quarterly,16.82,3,,12.02,30.18,8,APAC,0
13.44,monthly,18.59,4,delayed,19.43,105.57,34,EU,1
22.71,annual,9.54,1,on_time,17.58,59.1,14,MEA,0
10.31,monthly,7.92,2,on_time,15.77,100.68,35,APAC,0
16.98,annual,42.29,0,on_time,26.86,125.08,18,MEA,1
17.72,monthly,21.57,1,on_time,17.82,37.23,21,NA,0
14.25,quarterly,22.56,2,,12.22,109.84,18,APAC,0
17.88,monthly,13.08,0,failed,,107.52,16,APAC,0
6.59,monthly,24.09,0,on_time,18.06,102.49,10,APAC,0
11.41,quarterly,5.46,1,delayed,25.67,56.55,20,EU,0
26.04,annual,13.49,2,on_time,3.87,73.34,20,NA,0
26.53,annual,8.8,2,delayed,13.2,51.33,24,NA,1
21.9,monthly,36.22,1,failed,13.21,96.04,28,LATAM,1
23.7,monthly,3.83,1,,3.67,47.48,36,LATAM,1
3.22,monthly,9.03,3,on_time,,71.76,17,NA,0
9.36,monthly,0.0,0,on_time,12.77,101.64,18,APAC,0
13.82,quarterly,12.21,2,on_time,3.01,63.48,16,APAC,0
32.91,quarterly,16.95,1,failed,10.4,72.9,35,APAC,0
13.81,quarterly,32.76,4,on_time,23.32,58.62,17,NA,1
21.21,annual,,1,on_time,20.45,82.07,17,LATAM,0
,quarterly,,1,on_time,10.73,80.15,19,APAC,0
18.49,quarterly,25.3,0,failed,10.55,63.49,19,APAC,0
15.84,monthly,17.13,2,on_time,,66.34,16,APAC,1
7.6,monthly,48.51,2,delayed,3.21,88.43,9,APAC,0
1.0,quarterly,15.5,5,delayed,18.56,54.37,9,NA,1
24.97,annual,26.55,1,on_time,4.01,74.48,5,MEA,1
11.68,monthly,31.09,1,on_time,24.85,84.93,12,NA,0
2.93,monthly,15.18,1,,18.95,88.37,4,LATAM,1
19.07,quarterly,23.82,0,on_time,3.94,69.15,2,LATAM,1
18.93,monthly,16.49,3,delayed,12.72,100.94,26,APAC,0
21.38,monthly,25.01,0,delayed,16.9,110.92,9,APAC,0
23.81,annual,23.11,0,on_time,3.08,91.91,1,NA,0
9.57,quarterly,20.46,3,on_time,14.74,89.88,28,EU,0
9.88,monthly,9.29,0,on_time,17.89,44.06,6,APAC,0
13.77,annual,42.5,1,on_time,2.59,117.82,11,NA,0
21.75,monthly,28.45,3,delayed,19.48,85.64,26,NA,0
1.28,annual,4.52,2,delayed,14.25,83.46,20,MEA,0
16.9,monthly,17.38,0,delayed,20.5,64.26,4,,1
22.52,quarterly,4.74,1,on_time,13.59,77.99,5,NA,0
22.24,monthly,30.38,1,on_time,8.66,117.02,14,NA,0
20.96,monthly,21.76,5,on_time,8.07,105.91,6,APAC,1
23.44,annual,22.04,2,chargeback,13.13,67.76,17,EU,1
1.0,monthly,12.73,1,on_time,13.87,126.77,15,APAC,1
27.29,monthly,18.53,0,failed,21.38,55.74,39,EU,0
18.31,monthly,30.66,3,on_time,13.32,36.94,14,NA,0
25.34,quarterly,33.61,1,on_time,5.64,29.98,8,EU,0
7.78,quarterly,31.31,1,delayed,12.25,106.26,7,NA,0
3.72,annual,4.93,2,on_time,5.85,58.06,8,LATAM,0
28.5,monthly,19.95,0,on_time,17.1,80.07,29,NA,0
9.51,monthly,24.79,0,on_time,18.48,114.64,14,NA,0
13.82,monthly,13.92,1,chargeback,19.5,93.2,11,EU,1
19.69,monthly,3.75,2,,13.18,50.79,16,NA,0
21.41,annual,7.85,0,failed,10.8,116.53,4,EU,0
23.55,quarterly,38.5,0,on_time,,75.85,17,EU,0
17.56,quarterly,8.89,6,,14.45,82.24,12,,1
8.62,monthly,22.52,5,on_time,11.94,64.04,11,NA,1
20.95,annual,20.28,2,on_time,24.66,47.49,35,APAC,0
21.06,monthly,20.31,1,failed,12.8,90.45,11,APAC,0
3.29,monthly,18.48,2,failed,14.39,43.64,12,NA,0
25.93,monthly,30.68,1,chargeback,10.49,81.67,8,APAC,1
1.0,monthly,22.39,4,chargeback,10.63,128.39,21,LATAM,0
23.24,monthly,15.12,2,on_time,7.36,105.04,59,APAC,0
11.56,monthly,22.56,0,on_time,8.83,89.68,5,MEA,0
,monthly,7.95,1,delayed,26.23,53.25,13,APAC,1
19.57,quarterly,27.24,2,on_time,18.26,82.3,7,EU,0
15.74,monthly,14.51,0,delayed,12.97,61.71,27,MEA,0
19.16,monthly,15.14,0,on_time,11.06,124.38,27,NA,0
15.39,annual,27.64,1,delayed,22.41,63.66,9,APAC,0
21.0,quarterly,17.52,3,on_time,9.99,61.99,16,APAC,0
31.3,monthly,18.14,3,on_time,4.78,77.9,13,,0
6.61,monthly,34.84,1,on_time,17.85,62.11,10,LATAM,0
1.0,annual,11.29,3,on_time,9.44,81.54,24,,0
13.09,monthly,27.48,1,on_time,7.3,135.0,9,APAC,0
12.61,monthly,32.44,3,on_time,8.45,84.2,18,NA,0
13.36,annual,34.84,0,on_time,17.49,52.35,6,APAC,0
9.51,monthly,45.94,3,on_time,14.37,79.58,50,APAC,0
22.11,quarterly,14.94,3,on_time,9.09,48.42,13,NA,1
6.33,quarterly,12.45,3,delayed,17.82,164.46,9,LATAM,1
19.16,quarterly,30.99,1,on_time,10.03,134.42,10,,0
20.47,monthly,32.34,1,on_time,5.19,118.92,12,EU,0
18.22,monthly,13.3,0,on_time,7.15,105.04,12,MEA,1
19.41,monthly,27.33,2,on_time,15.13,79.37,4,APAC,1
22.64,monthly,51.97,0,on_time,10.3,79.98,27,APAC,0
16.37,annual,23.15,0,on_time,15.63,70.05,9,NA,0
13.57,monthly,32.16,0,on_time,21.67,150.55,43,NA,0
19.4,monthly,39.34,3,on_time,11.22,78.62,17,NA,1
20.2,quarterly,49.54,5,on_time,31.0,68.21,9,NA,0
22.23,quarterly,,2,on_time,16.66,81.07,21,NA,0
4.01,monthly,35.78,2,on_time,13.94,98.48,13,,0
14.72,monthly,13.33,0,on_time,6.99,10.0,43,APAC,0
8.54,annual,22.27,2,on_time,12.91,85.51,17,NA,0
19.93,quarterly,17.09,2,delayed,13.51,12.81,27,APAC,0
21.09,quarterly,1.26,1,on_time,19.56,125.22,21,LATAM,0
14.08,annual,4.37,2,on_time,11.43,32.15,6,NA,0
10.9,quarterly,26.73,1,on_time,17.59,61.51,42,APAC,1
20.18,monthly,26.95,4,on_time,15.25,30.32,4,NA,0
15.07,monthly,10.54,1,on_time,20.85,134.42,12,EU,0
25.99,monthly,39.13,1,delayed,21.32,83.66,17,APAC,1
28.41,quarterly,9.79,1,,17.0,146.34,2,NA,1
23.0,annual,24.83,1,on_time,19.59,125.7,8,NA,0
17.63,monthly,17.43,2,on_time,21.74,118.98,16,LATAM,0
28.78,monthly,23.18,4,delayed,18.22,44.75,16,NA,0
17.69,monthly,31.88,2,on_time,16.67,88.63,47,APAC,0
,annual,30.33,0,on_time,17.46,110.03,30,APAC,0
11.27,monthly,,3,delayed,24.67,94.89,10,NA,0
11.08,monthly,28.38,2,on_time,15.68,73.64,2,APAC,0
15.96,monthly,,1,on_time,19.37,93.84,3,EU,1
19.24,monthly,34.48,3,on_time,10.94,96.54,13,NA,0
6.09,monthly,10.34,3,on_time,24.01,42.64,22,MEA,1
12.86,monthly,20.83,1,on_time,17.7,68.13,8,EU,0
17.49,monthly,18.14,2,on_time,12.93,102.29,46,APAC,0
20.51,monthly,25.85,1,on_time,,108.48,14,NA,0
15.82,monthly,16.67,2,on_time,13.69,90.81,11,NA,1
17.71,monthly,20.26,1,on_time,15.03,72.58,50,APAC,0
7.33,monthly,39.81,2,delayed,16.26,78.62,44,APAC,1
9.62,quarterly,,3,on_time,13.82,62.88,28,NA,0
15.57,monthly,21.97,2,delayed,5.47,81.09,10,APAC,0
19.57,monthly,9.74,0,on_time,25.65,107.8,47,EU,1
17.62,monthly,29.42,0,on_time,16.6,151.99,30,NA,0
10.06,monthly,14.01,2,on_time,16.63,50.28,13,APAC,1
14.34,monthly,22.42,0,on_time,14.71,119.47,39,APAC,0
26.58,monthly,7.43,2,on_time,20.45,94.72,10,EU,0
19.81,annual,36.21,1,delayed,15.29,35.25,4,APAC,0
14.86,monthly,22.8,0,failed,13.13,81.26,11,EU,0
8.82,monthly,23.52,1,delayed,13.52,78.9,4,MEA,1
11.01,monthly,31.12,0,on_time,22.51,83.95,14,LATAM,0
16.05,monthly,8.23,0,on_time,16.21,113.34,13,EU,0
17.93,monthly,15.23,0,on_time,14.79,139.3,8,EU,0
19.96,quarterly,23.87,2,on_time,,120.26,30,MEA,1
18.72,annual,2.62,1,delayed,13.08,80.96,17,LATAM,0
13.41,monthly,3.8,2,delayed,21.48,93.07,9,NA,0
12.42,monthly,,1,on_time,9.5,142.21,12,NA,1
30.33,monthly,9.45,0,failed,,54.36,24,EU,0
12.1,monthly,18.22,2,delayed,19.24,118.78,29,LATAM,1
6.96,quarterly,,2,on_time,16.29,51.88,16,MEA,0
4.53,monthly,30.25,0,failed,13.86,41.29,7,LATAM,0
13.53,monthly,41.9,1,on_time,6.11,101.67,12,NA,0
22.58,annual,21.75,1,on_time,18.98,33.83,22,LATAM,0
11.97,monthly,23.7,0,,5.43,73.0,34,NA,0
26.34,monthly,21.73,3,on_time,16.0,122.48,11,EU,0
15.95,quarterly,25.52,4,on_time,15.31,58.41,6,EU,0
,monthly,26.38,1,failed,19.61,134.31,25,EU,1
,monthly,32.14,6,on_time,9.63,20.79,33,,1
10.8,monthly,32.1,4,on_time,9.33,113.24,15,NA,1
16.64,annual,27.71,0,,18.21,40.72,8,NA,0
19.38,monthly,38.61,3,on_time,13.98,78.56,11,LATAM,1
,monthly,22.29,1,delayed,2.9,90.04,16,NA,1
18.05,monthly,15.27,3,on_time,14.96,76.1,9,EU,0
20.12,monthly,17.07,2,chargeback,25.85,76.8,5,NA,0
6.06,quarterly,20.84,1,delayed,,43.38,9,NA,0
13.61,monthly,10.08,2,on_time,7.89,123.62,11,NA,0
12.37,monthly,15.25,3,on_time,17.82,49.57,11,APAC,0
,quarterly,9.46,3,on_time,20.9,49.54,2,EU,1
,annual,25.78,0,failed,4.65,73.15,72,NA,0
12.47,monthly,25.89,2,delayed,13.28,64.49,9,LATAM,1
1.96,annual,,2,on_time,22.8,96.73,6,NA,0
14.34,quarterly,14.81,0,on_time,5.85,69.06,12,APAC,0
8.55,monthly,42.08,0,failed,13.32,83.97,31,NA,0
19.47,quarterly,28.93,0,on_time,13.71,87.21,30,LATAM,0
21.64,annual,27.0,1,delayed,12.51,100.14,27,NA,0
1.0,monthly,14.69,2,delayed,23.26,69.22,40,APAC,0
10.58,annual,25.16,3,on_time,22.33,33.47,7,APAC,0
18.47,monthly,21.84,2,on_time,13.19,61.33,5,APAC,0
6.14,quarterly,13.24,1,on_time,8.9,115.84,22,LATAM,0
21.48,annual,16.57,2,on_time,22.64,84.37,10,NA,0
23.35,monthly,16.82,3,failed,19.65,73.63,26,EU,1
14.87,quarterly,5.62,1,delayed,14.9,85.71,29,LATAM,0
10.58,monthly,7.44,1,delayed,18.93,76.56,17,LATAM,0
1.0,quarterly,19.81,2,on_time,18.89,106.06,13,EU,0
21.7,quarterly,12.67,3,on_time,,93.45,37,APAC,0
30.02,monthly,18.69,2,delayed,11.44,76.19,16,APAC,0
28.57,monthly,4.34,1,,15.03,109.69,9,APAC,0
14.64,monthly,30.81,3,on_time,3.4,116.95,13,LATAM,1
8.35,monthly,44.89,1,on_time,12.94,58.26,15,LATAM,1
21.86,monthly,,0,on_time,10.25,58.77,2,EU,0
15.11,monthly,34.44,3,delayed,16.03,151.23,42,APAC,0
19.35,monthly,28.89,1,on_time,,101.53,8,EU,0
18.12,monthly,24.92,2,failed,17.58,130.74,3,,1
16.65,quarterly,22.95,3,on_time,16.34,108.99,16,LATAM,0
23.2,quarterly,11.94,1,on_time,14.39,96.86,18,APAC,0
23.46,quarterly,,1,on_time,17.82,24.17,8,NA,1
12.34,monthly,28.94,2,delayed,18.55,49.81,11,APAC,1
9.54,annual,16.91,0,on_time,13.57,91.99,16,NA,0
,quarterly,27.79,2,on_time,15.21,58.66,16,NA,0
13.58,monthly,14.37,2,,10.93,79.85,25,APAC,0
8.35,monthly,15.07,1,delayed,10.86,109.49,16,APAC,1
18.93,quarterly,30.53,2,delayed,24.48,87.8,3,EU,1
13.65,monthly,26.74,4,on_time,13.79,95.17,13,NA,1
14.41,monthly,19.45,3,failed,14.93,122.86,21,APAC,1
,annual,18.18,3,on_time,14.54,113.07,9,NA,0
18.78,monthly,23.92,0,on_time,17.23,82.42,12,MEA,1
15.18,monthly,1.81,0,on_time,11.74,119.67,24,NA,0
27.8,annual,13.66,4,,12.31,51.39,16,LATAM,1
21.17,quarterly,8.08,1,on_time,20.62,90.35,21,NA,0
13.09,monthly,,2,on_time,6.08,99.85,17,NA,1
13.4,annual,33.97,0,on_time,16.12,72.94,12,EU,0
21.52,annual,27.25,1,on_time,10.07,70.0,51,APAC,0
17.42,monthly,16.37,2,on_time,2.95,52.66,7,MEA,0
8.15,quarterly,14.23,0,chargeback,14.51,83.0,4,,0
22.26,monthly,13.71,3,on_time,8.07,38.96,14,EU,0
24.8,monthly,44.0,4,on_time,7.0,80.27,12,NA,0
24.27,quarterly,22.75,2,on_time,,85.69,14,APAC,1
26.8,monthly,24.2,1,on_time,18.25,104.87,27,EU,0
30.48,quarterly,0.0,1,on_time,18.4,51.06,7,LATAM,0
28.11,annual,9.01,1,chargeback,14.68,84.16,2,EU,1
18.38,monthly,21.51,2,,,99.95,67,APAC,0
14.54,quarterly,16.52,0,delayed,14.01,83.38,12,LATAM,0
3.19,monthly,23.46,2,on_time,12.87,96.53,20,NA,1
16.08,annual,23.32,1,,3.45,82.4,13,EU,0
19.63,monthly,28.6,2,on_time,25.75,11.18,11,LATAM,1
16.3,quarterly,1.44,1,failed,14.46,58.18,13,EU,1
2.78,monthly,9.84,4,delayed,10.0,144.0,21,APAC,1
13.99,monthly,20.9,0,on_time,15.74,102.37,26,LATAM,0
20.52,quarterly,14.88,2,delayed,6.73,67.16,36,NA,0
8.82,quarterly,18.59,4,,9.37,94.27,23,LATAM,0
17.16,monthly,23.2,2,on_time,24.22,103.91,12,EU,0
19.02,quarterly,13.81,1,,11.88,127.15,50,APAC,0
23.83,annual,24.11,2,delayed,14.89,65.79,21,NA,1
27.99,monthly,27.98,2,delayed,15.62,67.31,23,EU,0
13.36,monthly,22.72,2,on_time,13.96,70.06,36,NA,0
17.29,monthly,29.93,2,failed,11.77,68.0,14,NA,1
17.51,quarterly,0.0,1,,28.61,67.06,34,,0
20.55,monthly,15.55,2,on_time,10.55,89.25,4,NA,0
19.76,monthly,31.82,1,on_time,9.64,72.21,13,APAC,0
25.98,monthly,,4,on_time,17.94,82.26,39,,0
,annual,11.0,0,on_time,7.29,122.78,30,NA,0
18.93,monthly,20.61,2,on_time,21.13,57.18,19,,0
19.41,quarterly,21.81,2,on_time,13.79,93.43,6,EU,0
